a=	+0.999050	b=	+1.000000	n=	+20	r=	+3.500000
x	g(x)	g'(x)	g''(x)
+0.999548	+0.998645	+2.996385	-15.705503
+0.999549	+0.998648	+2.996369	-15.785062
+0.999550	+0.998651	+2.996353	-15.864621
+0.999551	+0.998654	+2.996337	-15.944180
+0.999552	+0.998657	+2.996321	-16.023739
+0.999553	+0.998660	+2.996305	-16.103299
+0.999554	+0.998663	+2.996289	-16.182858
+0.999555	+0.998666	+2.996273	-16.262417
+0.999556	+0.998669	+2.996256	-16.341976
+0.999557	+0.998672	+2.996240	-16.421535
+0.999558	+0.998675	+2.996223	-16.501094
+0.999559	+0.998678	+2.996207	-16.580653
+0.999560	+0.998681	+2.996190	-16.660213
+0.999561	+0.998684	+2.996174	-16.739772
+0.999562	+0.998687	+2.996157	-16.819331
+0.999563	+0.998690	+2.996140	-16.898890
+0.999564	+0.998693	+2.996123	-16.978449
+0.999565	+0.998696	+2.996106	-17.058008
+0.999566	+0.998699	+2.996089	-17.137568
+0.999567	+0.998702	+2.996072	-17.217127
+0.999568	+0.998705	+2.996055	-17.296686
+0.999569	+0.998708	+2.996037	-17.376245
+0.999570	+0.998711	+2.996020	-17.455804
+0.999571	+0.998714	+2.996002	-17.535363
+0.999572	+0.998717	+2.995985	-17.614922
+0.999573	+0.998720	+2.995967	-17.694482
+0.999574	+0.998723	+2.995949	-17.774041
+0.999575	+0.998726	+2.995931	-17.853600
+0.999576	+0.998729	+2.995914	-17.933159
+0.999577	+0.998732	+2.995896	-18.012718
+0.999578	+0.998735	+2.995878	-18.092277
+0.999579	+0.998738	+2.995859	-18.171836
+0.999580	+0.998741	+2.995841	-18.251396
+0.999581	+0.998744	+2.995823	-18.330955
+0.999582	+0.998747	+2.995805	-18.410514
+0.999583	+0.998750	+2.995786	-18.490073
+0.999584	+0.998753	+2.995768	-18.569632
+0.999585	+0.998756	+2.995749	-18.649191
+0.999586	+0.998759	+2.995730	-18.728750
+0.999587	+0.998762	+2.995712	-18.808310
+0.999588	+0.998765	+2.995693	-18.887869
+0.999589	+0.998768	+2.995674	-18.967428
+0.999590	+0.998771	+2.995655	-19.046987
+0.999591	+0.998774	+2.995636	-19.126546
+0.999592	+0.998777	+2.995616	-19.206105
+0.999593	+0.998780	+2.995597	-19.285665
+0.999594	+0.998783	+2.995578	-19.365224
+0.999595	+0.998786	+2.995558	-19.444783
+0.999596	+0.998788	+2.995539	-19.524342
+0.999597	+0.998791	+2.995519	-19.603901
+0.999598	+0.998794	+2.995500	-19.683460
+0.999599	+0.998797	+2.995480	-19.763019
+0.999600	+0.998800	+2.995460	-19.842579
+0.999601	+0.998803	+2.995440	-19.922138
+0.999602	+0.998806	+2.995420	-20.001697
+0.999603	+0.998809	+2.995400	-20.081256
+0.999604	+0.998812	+2.995380	-20.160815
+0.999605	+0.998815	+2.995360	-20.240374
+0.999606	+0.998818	+2.995340	-20.319933
+0.999607	+0.998821	+2.995319	-20.399493
+0.999608	+0.998824	+2.995299	-20.479052
+0.999609	+0.998827	+2.995278	-20.558611
+0.999610	+0.998830	+2.995258	-20.638170
+0.999611	+0.998833	+2.995237	-20.717729
+0.999612	+0.998836	+2.995216	-20.797288
+0.999613	+0.998839	+2.995196	-20.876847
+0.999614	+0.998842	+2.995175	-20.956407
+0.999615	+0.998845	+2.995154	-21.035966
+0.999616	+0.998848	+2.995133	-21.115525
+0.999617	+0.998851	+2.995111	-21.195084
